TradeNum,DateTime,Type,Entry,SL,TP,Result,Profit,BaseScore,FinalScore,ADX,EMA200_Aligned,GoldenHour,Month
1,2024.01.03 08:15,SELL,2061.53,2064.27,2057.42,WIN,4.11,12,14,23.9,YES,NO,2024-01
2,2024.01.03 12:30,BUY,2045.60,2040.86,2052.70,LOSS,-4.74,10,11,66.0,NO,YES,2024-01
3,2024.01.03 14:45,BUY,2040.56,2034.25,2050.03,LOSS,-6.31,13,15,65.1,NO,YES,2024-01
4,2024.01.03 15:00,BUY,2037.34,2030.09,2048.21,WIN,10.87,10,10,60.0,NO,NO,2024-01
5,2024.01.03 16:00,BUY,2033.95,2026.38,2045.31,WIN,11.36,10,10,48.9,NO,NO,2024-01
6,2024.01.03 16:15,BUY,2032.79,2025.30,2044.03,WIN,11.24,10,10,46.5,NO,NO,2024-01
7,2024.01.03 17:00,BUY,2032.66,2025.75,2043.02,WIN,10.36,10,10,49.3,NO,NO,2024-01
8,2024.01.03 17:45,BUY,2032.88,2026.59,2042.31,WIN,9.43,9,9,49.1,NO,NO,2024-01
9,2024.01.03 18:15,BUY,2035.26,2029.65,2043.68,WIN,8.42,9,9,38.5,NO,NO,2024-01
10,2024.01.03 19:15,BUY,2037.94,2033.51,2044.59,WIN,6.65,11,11,25.1,NO,NO,2024-01
11,2024.01.05 13:45,BUY,2039.63,2034.57,2047.23,WIN,7.60,12,13,20.7,NO,YES,2024-01
12,2024.01.05 15:15,SELL,2060.57,2070.10,2046.28,WIN,14.29,10,10,27.6,NO,NO,2024-01
13,2024.01.05 15:45,SELL,2055.64,2066.00,2040.10,WIN,15.54,13,14,28.6,NO,NO,2024-01
14,2024.01.05 16:15,SELL,2050.28,2061.45,2033.53,WIN,16.75,10,9,24.9,NO,NO,2024-01
15,2024.01.08 12:00,BUY,2019.99,2016.15,2025.75,WIN,5.76,10,11,39.7,NO,YES,2024-01
16,2024.01.08 12:45,BUY,2020.79,2016.69,2026.94,WIN,6.15,10,11,41.1,NO,YES,2024-01
17,2024.01.08 13:15,BUY,2022.30,2017.78,2029.07,WIN,6.77,10,11,33.4,NO,YES,2024-01
18,2024.01.08 13:30,BUY,2018.90,2014.15,2026.03,WIN,7.13,10,11,31.5,NO,YES,2024-01
19,2024.01.08 14:00,BUY,2020.20,2015.08,2027.88,WIN,7.68,10,11,31.6,NO,YES,2024-01
20,2024.01.08 14:30,BUY,2026.31,2020.72,2034.69,WIN,8.38,12,14,29.0,NO,YES,2024-01
21,2024.01.10 10:15,SELL,2035.77,2039.34,2030.42,WIN,5.35,10,10,48.3,NO,NO,2024-01
22,2024.01.10 18:45,BUY,2021.01,2017.55,2026.20,WIN,5.19,9,9,43.3,NO,NO,2024-01
23,2024.01.10 19:15,BUY,2023.76,2020.45,2028.73,WIN,4.97,12,13,47.8,NO,NO,2024-01
24,2024.01.11 13:30,SELL,2029.34,2033.88,2022.54,LOSS,-4.54,12,15,24.3,YES,YES,2024-01
25,2024.01.11 16:45,BUY,2016.38,2006.81,2030.74,WIN,14.36,10,9,23.5,NO,NO,2024-01
26,2024.01.11 18:00,BUY,2015.02,2008.62,2024.62,WIN,9.60,9,9,30.8,NO,NO,2024-01
27,2024.01.11 18:45,BUY,2020.88,2015.41,2029.09,WIN,8.21,9,9,31.1,NO,NO,2024-01
28,2024.01.11 19:00,BUY,2024.37,2018.80,2032.72,WIN,8.35,9,9,28.8,NO,NO,2024-01
29,2024.01.12 12:15,SELL,2048.93,2052.63,2043.38,LOSS,-3.70,10,11,41.5,NO,YES,2024-01
30,2024.01.12 14:00,SELL,2057.64,2063.07,2049.50,WIN,8.14,10,11,32.7,NO,YES,2024-01
31,2024.01.12 14:45,SELL,2058.75,2064.98,2049.40,WIN,9.35,10,11,36.6,NO,YES,2024-01
32,2024.01.12 15:15,SELL,2052.11,2058.83,2042.03,WIN,10.08,10,10,36.9,NO,NO,2024-01
33,2024.01.12 15:30,SELL,2053.59,2060.16,2043.73,WIN,9.86,10,10,32.9,NO,NO,2024-01
34,2024.01.16 17:30,BUY,2025.25,2019.37,2034.07,LOSS,-5.88,10,10,29.9,NO,NO,2024-01
35,2024.01.16 18:00,BUY,2026.63,2020.98,2035.10,LOSS,-5.65,9,9,36.4,NO,NO,2024-01
36,2024.01.16 18:15,BUY,2026.04,2020.32,2034.62,LOSS,-5.72,9,9,37.0,NO,NO,2024-01
37,2024.01.16 19:00,BUY,2027.53,2021.96,2035.89,LOSS,-5.57,9,9,32.5,NO,NO,2024-01
38,2024.01.17 10:30,SELL,2026.02,2029.83,2020.30,WIN,5.72,10,13,27.4,YES,NO,2024-01
39,2024.01.17 11:00,SELL,2025.51,2029.02,2020.25,WIN,5.26,10,13,26.4,YES,NO,2024-01
40,2024.01.17 11:45,SELL,2026.34,2029.68,2021.33,WIN,5.01,12,14,23.3,YES,NO,2024-01
41,2024.01.17 13:00,SELL,2025.11,2028.70,2019.72,WIN,5.39,13,17,26.3,YES,YES,2024-01
42,2024.01.17 13:15,SELL,2022.32,2026.00,2016.80,WIN,5.52,12,15,22.9,YES,YES,2024-01
43,2024.01.17 13:30,SELL,2022.32,2026.53,2016.00,WIN,6.32,12,15,22.5,YES,YES,2024-01
44,2024.01.17 15:30,BUY,2008.80,2002.37,2018.44,LOSS,-6.43,10,10,40.1,NO,NO,2024-01
45,2024.01.17 16:00,BUY,2009.30,2002.50,2019.50,LOSS,-6.80,10,10,44.8,NO,NO,2024-01
46,2024.01.17 17:30,BUY,2006.96,2001.31,2015.44,WIN,8.48,13,14,56.6,NO,NO,2024-01
47,2024.01.17 17:45,BUY,2003.58,1998.17,2011.69,WIN,8.11,9,9,50.6,NO,NO,2024-01
48,2024.01.17 18:45,BUY,2005.36,2000.83,2012.15,WIN,6.79,9,9,45.3,NO,NO,2024-01
49,2024.01.19 12:45,SELL,2035.71,2038.19,2031.99,LOSS,-2.48,10,11,38.6,NO,YES,2024-01
50,2024.01.19 13:30,SELL,2035.14,2038.28,2030.44,WIN,4.70,10,11,45.5,NO,YES,2024-01
51,2024.01.19 14:00,SELL,2031.71,2035.08,2026.65,WIN,5.06,10,11,43.3,NO,YES,2024-01
52,2024.01.22 07:00,BUY,2022.39,2019.33,2026.98,WIN,4.59,9,9,70.1,NO,NO,2024-01
53,2024.01.22 14:45,BUY,2024.72,2019.90,2031.96,LOSS,-4.82,10,11,34.2,NO,YES,2024-01
54,2024.01.23 07:00,SELL,2029.45,2032.60,2024.72,WIN,4.73,12,13,54.6,NO,NO,2024-01
55,2024.01.23 07:15,SELL,2030.25,2033.78,2024.96,WIN,5.29,9,9,51.2,NO,NO,2024-01
56,2024.01.24 07:45,SELL,2029.33,2032.17,2025.08,LOSS,-2.84,10,10,36.1,NO,NO,2024-01
57,2024.01.24 08:00,SELL,2029.04,2032.02,2024.57,LOSS,-2.98,10,10,39.1,NO,NO,2024-01
58,2024.01.24 09:45,SELL,2031.63,2035.18,2026.31,LOSS,-3.55,10,10,45.8,NO,NO,2024-01
59,2024.01.24 10:15,SELL,2029.88,2033.40,2024.59,LOSS,-3.52,10,10,37.1,NO,NO,2024-01
60,2024.01.24 11:00,SELL,2031.88,2035.36,2026.66,LOSS,-3.48,10,10,29.5,NO,NO,2024-01
61,2024.01.24 12:00,SELL,2033.05,2035.98,2028.65,LOSS,-2.93,10,11,33.9,NO,YES,2024-01
62,2024.01.24 12:45,SELL,2034.05,2036.79,2029.94,WIN,4.11,10,11,32.1,NO,YES,2024-01
63,2024.01.24 13:30,SELL,2033.87,2037.39,2028.58,WIN,5.29,10,11,35.2,NO,YES,2024-01
64,2024.01.24 14:00,SELL,2032.90,2036.69,2027.22,WIN,5.68,10,11,33.8,NO,YES,2024-01
65,2024.01.24 14:30,SELL,2024.62,2028.77,2018.40,WIN,6.22,12,14,30.9,NO,YES,2024-01
66,2024.01.24 16:15,BUY,2012.03,2005.51,2021.81,WIN,9.78,10,10,51.2,NO,NO,2024-01
67,2024.01.24 16:45,BUY,2016.71,2010.33,2026.28,LOSS,-6.38,13,14,55.2,NO,NO,2024-01
68,2024.01.24 17:00,BUY,2017.38,2011.34,2026.44,LOSS,-6.04,10,10,49.9,NO,NO,2024-01
69,2024.01.24 18:45,BUY,2014.53,2010.16,2021.08,LOSS,-4.37,9,9,27.2,NO,NO,2024-01
70,2024.01.24 19:30,BUY,2012.12,2008.37,2017.74,WIN,5.62,9,9,31.0,NO,NO,2024-01
71,2024.01.24 20:00,BUY,2012.93,2009.40,2018.23,WIN,5.30,9,9,30.4,NO,NO,2024-01
72,2024.01.24 20:15,BUY,2012.56,2009.31,2017.44,WIN,4.88,9,9,28.2,NO,NO,2024-01
73,2024.01.24 21:00,BUY,2012.32,2009.35,2016.77,WIN,4.45,9,9,27.3,NO,NO,2024-01
74,2024.01.25 13:30,BUY,2019.28,2015.24,2025.33,LOSS,-4.04,12,13,23.9,NO,YES,2024-01
75,2024.01.26 18:15,BUY,2017.56,2014.48,2022.18,WIN,4.62,9,9,38.1,NO,NO,2024-01
76,2024.01.29 07:45,SELL,2031.95,2034.41,2028.27,WIN,3.68,10,10,42.8,NO,NO,2024-01
77,2024.01.29 08:15,SELL,2032.53,2035.10,2028.68,WIN,3.85,10,10,46.9,NO,NO,2024-01
78,2024.01.29 08:45,SELL,2030.04,2032.64,2026.13,WIN,3.91,10,10,44.3,NO,NO,2024-01
79,2024.01.29 14:00,SELL,2032.93,2035.89,2028.49,WIN,4.44,10,11,40.8,NO,YES,2024-01
80,2024.01.29 14:45,BUY,2023.47,2019.42,2029.54,WIN,6.07,10,14,32.3,YES,YES,2024-01
81,2024.01.29 15:30,BUY,2025.37,2020.76,2032.28,WIN,6.91,10,13,28.6,YES,NO,2024-01
82,2024.01.30 14:30,SELL,2046.51,2050.57,2040.42,WIN,6.09,10,11,35.6,NO,YES,2024-01
83,2024.01.30 14:45,SELL,2035.55,2039.39,2029.79,WIN,5.76,13,15,39.7,NO,YES,2024-01
84,2024.01.30 15:00,SELL,2031.97,2037.09,2024.28,LOSS,-5.12,12,13,37.7,NO,NO,2024-01
85,2024.01.31 15:15,SELL,2052.61,2057.59,2045.14,WIN,7.47,10,10,42.4,NO,NO,2024-01
86,2024.01.31 15:45,SELL,2048.27,2053.45,2040.50,WIN,7.77,13,14,47.4,NO,NO,2024-01
87,2024.01.31 16:00,SELL,2050.55,2056.29,2041.94,WIN,8.61,10,10,43.6,NO,NO,2024-01
88,2024.01.31 16:30,SELL,2049.90,2055.78,2041.09,WIN,8.81,10,10,37.7,NO,NO,2024-01
89,2024.01.31 17:15,SELL,2050.09,2055.50,2041.97,WIN,8.12,10,9,24.6,NO,NO,2024-01
90,2024.01.31 19:45,SELL,2036.45,2041.78,2028.46,LOSS,-5.33,11,11,43.6,NO,NO,2024-01
91,2024.01.31 20:30,BUY,2034.79,2027.61,2045.56,WIN,10.77,9,9,50.2,NO,NO,2024-01
92,2024.01.31 20:45,BUY,2036.57,2029.25,2047.55,WIN,10.98,9,9,52.4,NO,NO,2024-01
93,2024.01.31 21:00,BUY,2038.77,2031.22,2050.09,LOSS,-7.55,12,13,50.7,NO,NO,2024-01
94,2024.01.31 21:15,BUY,2038.24,2030.40,2050.01,LOSS,-7.84,9,11,44.6,YES,NO,2024-01
95,2024.02.01 08:15,BUY,2042.16,2039.59,2046.01,LOSS,-2.57,13,16,46.8,YES,NO,2024-02
96,2024.02.01 11:15,BUY,2032.20,2028.39,2037.91,WIN,5.71,10,10,56.9,NO,NO,2024-02
97,2024.02.01 11:45,BUY,2032.45,2028.77,2037.96,WIN,5.51,10,10,53.4,NO,NO,2024-02
98,2024.02.01 12:30,BUY,2034.17,2030.32,2039.95,WIN,5.78,10,11,46.0,NO,YES,2024-02
99,2024.02.01 12:45,BUY,2033.49,2029.60,2039.33,WIN,5.84,10,11,40.7,NO,YES,2024-02
100,2024.02.01 13:30,BUY,2039.98,2034.98,2047.48,WIN,7.50,12,16,31.2,YES,YES,2024-02
101,2024.02.01 16:15,SELL,2064.10,2071.62,2052.82,WIN,11.28,10,10,34.5,NO,NO,2024-02
102,2024.02.01 16:45,SELL,2060.77,2068.84,2048.66,WIN,12.11,13,14,41.7,NO,NO,2024-02
103,2024.02.01 17:15,SELL,2052.91,2060.17,2042.03,WIN,10.88,10,10,47.3,NO,NO,2024-02
104,2024.02.01 17:30,SELL,2054.34,2061.89,2043.02,WIN,11.32,10,10,44.1,NO,NO,2024-02
105,2024.02.02 13:15,SELL,2038.77,2041.40,2034.82,WIN,3.95,12,13,18.1,NO,YES,2024-02
106,2024.02.02 14:30,BUY,2035.23,2029.24,2044.21,LOSS,-5.99,13,15,34.4,NO,YES,2024-02
107,2024.02.02 14:45,BUY,2031.16,2024.85,2040.62,WIN,9.46,10,11,31.7,NO,YES,2024-02
108,2024.02.02 15:30,BUY,2034.92,2027.50,2046.04,LOSS,-7.42,10,10,28.4,NO,NO,2024-02
109,2024.02.05 13:30,BUY,2015.88,2012.93,2020.31,WIN,4.43,10,11,33.4,NO,YES,2024-02
110,2024.02.05 14:00,BUY,2017.34,2014.12,2022.16,WIN,4.82,10,11,37.7,NO,YES,2024-02
111,2024.02.06 15:45,SELL,2036.48,2041.07,2029.60,LOSS,-4.59,10,10,44.5,NO,NO,2024-02
112,2024.02.06 16:45,SELL,2035.31,2039.57,2028.91,LOSS,-4.26,13,14,48.8,NO,NO,2024-02
113,2024.02.07 15:00,SELL,2038.88,2043.21,2032.38,WIN,6.50,13,13,22.9,NO,NO,2024-02
114,2024.02.08 10:30,SELL,2036.00,2038.93,2031.60,WIN,4.40,10,10,25.0,NO,NO,2024-02
115,2024.02.08 12:45,BUY,2024.98,2021.20,2030.65,LOSS,-3.78,10,11,41.9,NO,YES,2024-02
116,2024.02.08 13:00,BUY,2025.33,2021.71,2030.76,LOSS,-3.62,10,11,45.3,NO,YES,2024-02
117,2024.02.08 13:15,BUY,2022.75,2019.27,2027.97,WIN,5.22,10,11,44.0,NO,YES,2024-02
118,2024.02.08 14:00,BUY,2028.34,2024.50,2034.10,WIN,5.76,13,15,46.8,NO,YES,2024-02
119,2024.02.09 16:15,BUY,2020.63,2015.09,2028.94,LOSS,-5.54,10,10,41.1,NO,NO,2024-02
120,2024.02.09 16:45,BUY,2023.28,2017.89,2031.36,LOSS,-5.39,10,10,41.6,NO,NO,2024-02
121,2024.02.12 08:30,SELL,2023.61,2025.38,2020.95,WIN,2.66,13,16,41.1,YES,NO,2024-02
122,2024.02.12 13:15,SELL,2021.99,2024.32,2018.50,WIN,3.49,10,13,20.5,YES,YES,2024-02
123,2024.02.12 14:30,BUY,2014.86,2011.00,2020.64,WIN,5.78,10,11,25.8,NO,YES,2024-02
124,2024.02.12 15:15,BUY,2013.31,2008.79,2020.09,WIN,6.78,10,10,31.4,NO,NO,2024-02
125,2024.02.12 16:00,BUY,2014.91,2009.96,2022.33,WIN,7.42,10,10,37.1,NO,NO,2024-02
126,2024.02.12 16:15,BUY,2015.26,2010.29,2022.72,WIN,7.46,13,14,34.6,NO,NO,2024-02
127,2024.02.13 05:45,SELL,2021.32,2022.67,2019.29,LOSS,-1.35,9,11,27.7,YES,NO,2024-02
128,2024.02.13 07:30,SELL,2025.13,2026.52,2023.05,LOSS,-1.39,9,9,55.8,NO,NO,2024-02
129,2024.02.13 08:00,SELL,2024.74,2026.25,2022.48,LOSS,-1.51,10,10,61.5,NO,NO,2024-02
130,2024.02.13 08:15,SELL,2025.12,2026.65,2022.82,LOSS,-1.53,10,10,60.7,NO,NO,2024-02
131,2024.02.13 09:00,SELL,2025.41,2027.04,2022.96,LOSS,-1.63,10,10,62.4,NO,NO,2024-02
132,2024.02.13 10:00,SELL,2026.62,2028.23,2024.21,LOSS,-1.61,10,10,66.7,NO,NO,2024-02
133,2024.02.13 10:15,SELL,2026.98,2028.53,2024.65,LOSS,-1.55,10,10,67.4,NO,NO,2024-02
134,2024.02.13 10:45,SELL,2027.13,2028.74,2024.71,LOSS,-1.61,10,10,69.8,NO,NO,2024-02
135,2024.02.13 11:30,SELL,2027.57,2029.34,2024.91,LOSS,-1.77,10,10,69.0,NO,NO,2024-02
136,2024.02.13 11:45,SELL,2028.53,2030.35,2025.80,LOSS,-1.82,10,10,66.0,NO,NO,2024-02
137,2024.02.13 12:15,SELL,2028.32,2030.12,2025.62,LOSS,-1.80,10,11,60.8,NO,YES,2024-02
138,2024.02.13 12:45,SELL,2028.42,2030.20,2025.75,LOSS,-1.78,10,11,57.5,NO,YES,2024-02
139,2024.02.13 13:30,SELL,2004.28,2008.52,1997.91,WIN,6.37,12,16,47.4,YES,YES,2024-02
140,2024.02.13 15:15,BUY,1991.66,1984.13,2002.95,LOSS,-7.53,10,10,45.4,NO,NO,2024-02
141,2024.02.13 15:45,BUY,1994.80,1987.07,2006.39,LOSS,-7.73,13,14,48.9,NO,NO,2024-02
142,2024.02.13 16:00,BUY,1993.96,1985.90,2006.06,LOSS,-8.06,10,10,45.0,NO,NO,2024-02
143,2024.02.13 16:45,BUY,1995.36,1986.87,2008.09,LOSS,-8.49,10,10,32.7,NO,NO,2024-02
144,2024.02.13 17:00,BUY,1992.80,1986.50,2002.25,LOSS,-6.30,10,10,29.7,NO,NO,2024-02
145,2024.02.13 17:30,BUY,1993.62,1988.38,2001.48,LOSS,-5.24,10,9,24.0,NO,NO,2024-02
146,2024.02.16 13:45,BUY,1999.05,1995.75,2004.00,LOSS,-3.30,10,11,31.0,NO,YES,2024-02
147,2024.02.16 14:30,BUY,1997.88,1993.76,2004.06,WIN,6.18,10,11,38.9,NO,YES,2024-02
148,2024.02.16 15:00,BUY,2006.22,2001.01,2014.04,WIN,7.82,12,15,37.1,YES,NO,2024-02
149,2024.02.21 17:15,BUY,2022.64,2019.46,2027.41,WIN,4.77,10,10,30.7,NO,NO,2024-02
150,2024.02.21 19:00,BUY,2024.81,2021.42,2029.90,WIN,5.09,11,14,28.8,YES,NO,2024-02
151,2024.02.22 08:15,SELL,2031.43,2033.60,2028.17,WIN,3.26,13,14,38.9,NO,NO,2024-02
152,2024.02.22 08:30,SELL,2033.14,2035.48,2029.63,WIN,3.51,10,10,39.3,NO,NO,2024-02
153,2024.02.22 09:00,SELL,2029.66,2032.16,2025.91,WIN,3.75,10,10,40.1,NO,NO,2024-02
154,2024.02.22 15:30,BUY,2023.23,2018.81,2029.86,LOSS,-4.42,10,10,51.6,NO,NO,2024-02
155,2024.02.22 17:00,BUY,2023.54,2019.68,2029.32,LOSS,-3.86,10,10,52.2,NO,NO,2024-02
156,2024.02.22 18:15,BUY,2022.85,2019.59,2027.74,LOSS,-3.26,9,9,37.5,NO,NO,2024-02
157,2024.02.22 18:30,BUY,2022.62,2019.61,2027.14,WIN,4.52,9,9,34.4,NO,NO,2024-02
158,2024.02.23 06:30,BUY,2020.81,2019.11,2023.37,LOSS,-1.70,9,9,40.6,NO,NO,2024-02
159,2024.02.23 06:45,BUY,2020.54,2018.62,2023.42,LOSS,-1.92,9,9,39.8,NO,NO,2024-02
160,2024.02.23 07:15,BUY,2021.38,2019.42,2024.33,LOSS,-1.96,9,9,36.3,NO,NO,2024-02
161,2024.02.23 08:45,BUY,2018.78,2016.14,2022.74,LOSS,-2.64,10,9,24.2,NO,NO,2024-02
162,2024.02.23 09:45,BUY,2018.52,2016.05,2022.23,WIN,3.71,10,10,33.0,NO,NO,2024-02
163,2024.02.23 10:00,BUY,2019.47,2016.96,2023.24,WIN,3.77,10,10,31.2,NO,NO,2024-02
164,2024.02.23 10:15,BUY,2021.04,2018.64,2024.64,WIN,3.60,10,10,28.0,NO,NO,2024-02
165,2024.02.23 10:30,BUY,2022.83,2020.35,2026.55,WIN,3.72,12,13,27.3,NO,NO,2024-02
166,2024.02.23 16:15,SELL,2037.21,2041.08,2031.41,LOSS,-3.87,10,10,37.8,NO,NO,2024-02
167,2024.02.23 17:00,SELL,2036.33,2040.27,2030.41,LOSS,-3.94,10,10,52.5,NO,NO,2024-02
168,2024.02.23 17:15,SELL,2037.70,2041.61,2031.83,WIN,5.87,10,10,53.0,NO,NO,2024-02
169,2024.02.23 19:00,SELL,2038.44,2041.79,2033.42,WIN,5.02,12,13,65.2,NO,NO,2024-02
170,2024.02.23 19:15,SELL,2037.86,2040.95,2033.22,WIN,4.64,9,9,61.0,NO,NO,2024-02
171,2024.02.23 19:30,SELL,2037.25,2040.01,2033.10,WIN,4.15,9,9,54.3,NO,NO,2024-02
172,2024.02.23 19:45,SELL,2036.28,2039.04,2032.14,WIN,4.14,9,9,48.7,NO,NO,2024-02
173,2024.02.26 14:30,BUY,2027.41,2024.52,2031.74,WIN,4.33,10,10,22.0,NO,YES,2024-02
174,2024.02.26 15:15,BUY,2028.33,2025.18,2033.05,WIN,4.72,10,9,24.4,NO,NO,2024-02
175,2024.02.26 15:30,BUY,2029.07,2025.68,2034.16,WIN,5.09,13,13,24.0,NO,NO,2024-02
176,2024.02.27 08:45,SELL,2037.14,2038.96,2034.41,LOSS,-1.82,10,10,43.9,NO,NO,2024-02
177,2024.02.28 09:30,BUY,2024.83,2023.12,2027.40,WIN,2.57,10,10,43.2,NO,NO,2024-02
178,2024.02.28 10:00,BUY,2025.37,2023.48,2028.21,WIN,2.84,13,14,45.4,NO,NO,2024-02
179,2024.02.28 10:15,BUY,2026.97,2025.20,2029.63,WIN,2.66,10,10,46.6,NO,NO,2024-02
180,2024.02.28 10:30,BUY,2027.29,2025.39,2030.14,WIN,2.85,10,10,42.9,NO,NO,2024-02
181,2024.02.28 14:00,SELL,2033.89,2036.51,2029.96,LOSS,-2.62,13,15,49.3,NO,YES,2024-02
182,2024.02.29 11:00,BUY,2030.90,2028.87,2033.95,LOSS,-2.03,10,10,47.1,NO,NO,2024-02
183,2024.02.29 11:45,BUY,2029.13,2027.17,2032.07,WIN,2.94,10,10,53.8,NO,NO,2024-02
184,2024.02.29 12:30,BUY,2030.16,2028.11,2033.24,WIN,3.08,10,11,58.2,NO,YES,2024-02
185,2024.02.29 12:45,BUY,2031.09,2029.07,2034.12,WIN,3.03,10,11,56.4,NO,YES,2024-02
186,2024.02.29 13:00,BUY,2031.98,2029.95,2035.03,WIN,3.05,10,11,50.9,NO,YES,2024-02
187,2024.02.29 13:15,BUY,2043.75,2041.59,2046.99,WIN,3.24,10,11,45.6,NO,YES,2024-02
188,2024.02.29 13:30,BUY,2047.54,2044.10,2052.70,LOSS,-3.44,12,16,43.4,YES,YES,2024-02
189,2024.02.29 14:45,SELL,2048.28,2052.94,2041.29,WIN,6.99,10,11,42.0,NO,YES,2024-02
190,2024.02.29 15:30,SELL,2048.00,2053.13,2040.30,WIN,7.70,10,10,38.1,NO,NO,2024-02
191,2024.02.29 16:00,SELL,2044.67,2049.98,2036.70,LOSS,-5.31,10,10,31.6,NO,NO,2024-02
192,2024.03.01 09:00,BUY,2044.62,2041.79,2048.86,WIN,4.24,10,13,31.0,YES,NO,2024-03
193,2024.03.01 09:15,BUY,2046.28,2043.26,2050.82,WIN,4.54,12,15,27.4,YES,NO,2024-03
194,2024.03.01 09:30,BUY,2046.27,2043.03,2051.13,WIN,4.86,12,15,25.1,YES,NO,2024-03
195,2024.03.01 09:45,BUY,2048.77,2045.56,2053.58,WIN,4.81,12,14,23.1,YES,NO,2024-03
196,2024.03.01 10:00,BUY,2050.43,2046.99,2055.58,WIN,5.15,12,14,23.2,YES,NO,2024-03
197,2024.03.01 13:15,BUY,2051.95,2048.68,2056.86,LOSS,-3.27,12,16,33.2,YES,YES,2024-03
198,2024.03.01 13:30,BUY,2051.50,2048.16,2056.51,WIN,5.01,12,16,30.7,YES,YES,2024-03
199,2024.03.01 14:00,BUY,2054.71,2051.62,2059.35,LOSS,-3.09,12,16,26.2,YES,YES,2024-03
200,2024.03.01 15:00,BUY,2063.55,2059.01,2070.36,WIN,6.81,12,14,20.3,YES,NO,2024-03
201,2024.03.01 17:15,SELL,2085.11,2092.77,2073.62,LOSS,-7.66,10,10,45.3,NO,NO,2024-03
202,2024.03.01 17:45,SELL,2085.25,2092.88,2073.80,LOSS,-7.63,9,9,51.2,NO,NO,2024-03
203,2024.03.01 18:45,SELL,2085.28,2091.17,2076.45,LOSS,-5.89,9,9,50.2,NO,NO,2024-03
204,2024.03.01 19:00,SELL,2085.14,2090.80,2076.66,LOSS,-5.66,9,9,49.1,NO,NO,2024-03
205,2024.03.01 19:15,SELL,2085.22,2090.40,2077.45,LOSS,-5.18,9,9,48.0,NO,NO,2024-03
206,2024.03.01 19:30,SELL,2085.15,2089.96,2077.94,LOSS,-4.81,9,9,48.2,NO,NO,2024-03
207,2024.03.01 19:45,SELL,2083.77,2088.40,2076.83,LOSS,-4.63,12,13,46.0,NO,NO,2024-03
208,2024.03.01 20:00,SELL,2084.61,2088.75,2078.39,LOSS,-4.14,9,9,40.1,NO,NO,2024-03
209,2024.03.04 12:00,BUY,2083.11,2080.99,2086.28,WIN,3.17,10,13,18.0,YES,YES,2024-03
210,2024.03.04 12:15,BUY,2082.74,2080.67,2085.85,WIN,3.11,10,10,16.1,YES,YES,2024-03
211,2024.03.04 16:15,SELL,2117.21,2124.59,2106.13,LOSS,-7.38,10,10,57.1,NO,NO,2024-03
212,2024.03.04 17:00,SELL,2115.70,2123.49,2104.02,LOSS,-7.79,10,10,63.0,NO,NO,2024-03
213,2024.03.04 17:15,SELL,2117.29,2124.60,2106.33,LOSS,-7.31,10,10,62.3,NO,NO,2024-03
214,2024.03.04 17:45,SELL,2117.53,2124.52,2107.05,LOSS,-6.99,9,9,61.9,NO,NO,2024-03
215,2024.03.05 13:30,SELL,2127.65,2133.39,2119.04,LOSS,-5.74,10,11,28.4,NO,YES,2024-03
216,2024.03.05 15:15,SELL,2131.75,2140.98,2117.90,LOSS,-9.23,10,10,28.0,NO,NO,2024-03
217,2024.03.07 14:45,BUY,2157.09,2150.58,2166.86,LOSS,-6.51,13,16,19.1,YES,YES,2024-03
218,2024.03.08 03:00,BUY,2156.55,2153.85,2160.60,WIN,4.05,9,11,36.1,YES,NO,2024-03
219,2024.03.08 13:30,BUY,2171.07,2164.95,2180.25,LOSS,-6.12,12,16,31.8,YES,YES,2024-03
220,2024.03.08 13:45,SELL,2167.48,2174.53,2156.90,LOSS,-7.05,10,11,30.1,NO,YES,2024-03
221,2024.03.08 17:30,SELL,2184.90,2193.28,2172.32,WIN,12.58,10,10,36.1,NO,NO,2024-03
222,2024.03.08 17:45,SELL,2177.91,2185.93,2165.88,LOSS,-8.02,9,9,33.4,NO,NO,2024-03
223,2024.03.08 18:00,SELL,2178.59,2186.77,2166.32,LOSS,-8.18,9,9,29.2,NO,NO,2024-03
224,2024.03.12 12:30,BUY,2169.68,2164.44,2177.53,LOSS,-5.24,12,16,29.3,YES,YES,2024-03
225,2024.03.12 12:45,SELL,2165.67,2172.05,2156.10,WIN,9.57,12,16,28.9,YES,YES,2024-03
226,2024.03.12 13:45,BUY,2153.82,2144.66,2167.56,WIN,13.74,10,11,39.6,NO,YES,2024-03
227,2024.03.12 14:45,BUY,2160.61,2149.52,2177.24,WIN,16.63,10,11,43.4,NO,YES,2024-03
228,2024.03.12 18:15,BUY,2154.36,2149.74,2161.28,WIN,6.92,9,9,30.8,NO,NO,2024-03
229,2024.03.12 19:15,BUY,2154.94,2150.76,2161.21,WIN,6.27,9,9,40.4,NO,NO,2024-03
230,2024.03.13 17:15,SELL,2176.94,2181.93,2169.45,WIN,7.49,10,10,43.8,NO,NO,2024-03
231,2024.03.13 17:45,SELL,2175.51,2180.21,2168.47,WIN,7.04,9,9,46.3,NO,NO,2024-03
232,2024.03.14 13:45,BUY,2160.46,2155.20,2168.35,LOSS,-5.26,10,11,45.3,NO,YES,2024-03
233,2024.03.14 15:45,BUY,2158.28,2151.18,2168.93,WIN,10.65,13,14,50.8,NO,NO,2024-03
